Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,WorkloadScore,WeeklyHoursWorked,MonthlyMeetings,CompensationSatisfaction,CareerGrowthPerception,ManagerSupportScore,WorkModel,ProductivityScore,SalaryBand,ExperienceBand,TenureBand,WHI,WHI_Risk_Category
30,No,Travel_Rarely,1334,Sales,4,2,Medical,121,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Yes,12,3,2,3,11,4,2,11,8,2,7,3,39.5,19,2,5,3,Onsite,2,Below Average,Senior (11-20),Lifer (10+),48.067889982420354,At Risk
46,No,Travel_Frequently,638,Research & Development,1,3,Medical,124,3,Male,40,2,3,Healthcare Representative,1,Married,10673,3142,2,Yes,13,3,3,1,21,5,2,10,9,9,5,4,58.1,15,5,3,5,Onsite,4,Above Average,Expert (20+),Veteran (6-10),56.83466463082002,Moderate
32,No,Travel_Rarely,1093,Sales,6,4,Medical,125,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,No,16,3,1,0,12,0,3,11,8,5,7,3,44.0,13,3,2,5,Hybrid,3,Below Average,Senior (11-20),Lifer (10+),61.92134901156345,Moderate
54,No,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,126,1,Female,60,3,3,Research Director,3,Married,13549,24001,9,No,12,3,1,1,16,5,1,4,3,0,3,2,43.1,15,3,4,2,Onsite,3,Above Average,Senior (11-20),Established (4-5),53.21505040603147,Moderate
24,No,Travel_Rarely,1353,Sales,3,2,Other,128,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,No,21,4,1,1,4,2,2,3,2,0,2,3,42.2,16,3,5,3,Remote,4,Below Average,Early (3-5),Settling (2-3),60.23912754481455,Moderate
28,No,Non-Travel,120,Sales,4,3,Medical,129,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,No,15,3,2,0,5,3,4,5,4,0,4,3,42.4,7,3,5,4,Onsite,3,Below Average,Early (3-5),Established (4-5),69.83923401370956,Moderate
58,No,Travel_Rarely,682,Sales,10,4,Medical,131,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,No,13,3,3,0,38,1,2,37,10,1,8,3,38.6,17,5,4,4,Hybrid,4,Above Average,Expert (20+),Lifer (10+),70.60891027159909,Healthy
44,No,Non-Travel,489,Research & Development,23,3,Medical,132,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,No,12,3,3,1,17,3,4,3,2,1,2,3,38.2,7,2,5,4,Onsite,3,Low,Senior (11-20),Settling (2-3),62.01060264353183,Moderate
37,Yes,Travel_Rarely,807,Human Resources,6,4,Human Resources,133,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Yes,22,4,4,0,7,3,3,3,2,0,2,3,51.3,9,3,4,3,Onsite,5,Low,Mid (6-10),Settling (2-3),51.758341640549524,Moderate
32,No,Travel_Rarely,827,Research & Development,1,1,Life Sciences,134,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,No,13,3,4,0,1,2,3,1,0,0,0,3,35.0,8,3,4,2,Onsite,3,Low,Entry (0-2),New (0-1),46.42943555712177,At Risk
20,Yes,Travel_Frequently,871,Research & Development,6,3,Life Sciences,137,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Yes,18,3,2,0,1,5,3,1,0,1,0,4,53.8,9,3,3,4,Onsite,3,Low,Entry (0-2),New (0-1),55.26573549823356,Moderate
34,No,Travel_Rarely,665,Research & Development,6,4,Other,138,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,No,14,3,3,0,16,3,3,16,13,2,10,3,35.7,7,3,4,3,Onsite,3,Below Average,Senior (11-20),Lifer (10+),58.670997439934766,Moderate
37,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,139,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,14,3,4,1,17,2,4,1,0,0,0,3,42.2,10,4,5,4,Remote,3,Below Average,Senior (11-20),New (0-1),73.3252591916708,Healthy
59,No,Non-Travel,1420,Human Resources,2,4,Human Resources,140,3,Female,32,2,5,Manager,4,Married,18844,21922,9,No,21,4,4,1,30,3,3,3,2,2,2,4,45.5,19,5,3,3,Onsite,4,High,Expert (20+),Settling (2-3),58.681436355776015,Moderate
50,No,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,141,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Yes,19,3,1,0,28,1,2,8,3,0,7,5,49.6,27,4,3,3,Onsite,3,High,Expert (20+),Veteran (6-10),45.45932365039681,At Risk
25,Yes,Travel_Rarely,240,Sales,5,3,Marketing,142,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Yes,11,3,4,0,6,1,3,6,4,0,3,4,55.6,6,2,3,4,Hybrid,4,Below Average,Mid (6-10),Veteran (6-10),47.43710412805583,At Risk
25,No,Travel_Rarely,1280,Research & Development,7,1,Medical,143,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,No,11,3,3,2,2,2,3,2,2,2,1,3,36.7,9,3,3,4,Remote,3,Low,Entry (0-2),Settling (2-3),59.409894933225274,Moderate
22,No,Travel_Rarely,534,Research & Development,15,3,Medical,144,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,No,15,3,3,0,1,5,3,0,0,0,0,3,36.4,13,3,5,2,Onsite,4,Low,Entry (0-2),New (0-1),60.50214955381305,Moderate
51,No,Travel_Frequently,1456,Research & Development,1,4,Medical,145,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,No,20,4,3,0,23,1,2,13,12,12,8,2,44.2,13,4,2,3,Hybrid,3,Average,Expert (20+),Lifer (10+),46.38913756584942,At Risk
34,Yes,Travel_Frequently,658,Research & Development,7,3,Life Sciences,147,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Yes,24,4,4,0,9,3,3,9,7,0,6,4,58.8,10,5,5,3,Hybrid,3,Average,Mid (6-10),Veteran (6-10),58.28996285909371,Moderate
54,No,Non-Travel,142,Human Resources,26,3,Human Resources,148,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Yes,12,3,3,0,23,3,3,5,3,4,4,4,53.3,19,4,2,4,Hybrid,3,High,Expert (20+),Established (4-5),64.61952105553821,Moderate
24,No,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,150,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,No,12,3,3,1,6,2,3,5,3,1,2,5,39.8,9,4,4,3,Onsite,2,Low,Mid (6-10),Established (4-5),54.75498204043645,Moderate
34,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,151,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,No,15,3,3,1,12,3,3,1,0,0,0,3,42.8,13,5,3,3,Onsite,3,Below Average,Senior (11-20),New (0-1),55.91293999138247,Moderate
37,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,152,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,No,12,3,1,0,12,3,3,5,3,1,3,4,45.4,17,4,2,3,Hybrid,5,Average,Senior (11-20),Established (4-5),54.948008779893975,Moderate
34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,153,3,Female,45,2,3,Manager,1,Single,11631,5615,2,No,12,3,4,0,14,6,3,11,10,5,8,3,43.3,17,2,3,4,Hybrid,3,Above Average,Senior (11-20),Lifer (10+),44.668607763662294,At Risk
36,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,154,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,No,14,3,3,1,10,6,3,9,7,2,8,2,41.1,11,4,4,4,Remote,5,Average,Mid (6-10),Veteran (6-10),75.97269432853194,Healthy
36,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,No,22,4,1,1,7,2,3,1,0,0,0,4,36.3,5,5,3,4,Hybrid,4,Low,Mid (6-10),New (0-1),68.35294863142023,Moderate
43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,158,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Yes,12,3,4,2,25,3,4,25,12,4,12,5,55.5,18,2,2,4,Remote,3,High,Expert (20+),Lifer (10+),49.52374868009345,At Risk
30,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,No,25,4,3,3,10,2,2,10,7,0,9,4,36.1,10,4,4,5,Onsite,4,Low,Mid (6-10),Veteran (6-10),58.73614106511709,Moderate
33,No,Non-Travel,750,Sales,22,2,Marketing,160,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,No,13,3,1,1,8,2,4,7,7,0,7,2,35.0,9,5,4,3,Hybrid,4,Average,Mid (6-10),Veteran (6-10),70.23903610893768,Healthy
56,Yes,Travel_Rarely,441,Research & Development,14,4,Life Sciences,161,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Yes,18,3,1,3,7,2,3,5,4,4,3,5,51.1,9,5,3,2,Remote,3,Below Average,Mid (6-10),Established (4-5),46.638321230187785,At Risk
51,No,Travel_Rarely,684,Research & Development,6,3,Life Sciences,162,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,No,13,3,3,0,23,5,3,20,18,15,15,2,49.2,16,4,2,3,Hybrid,4,High,Expert (20+),Lifer (10+),59.779999750184764,Moderate
31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,163,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Yes,18,3,2,0,12,3,2,7,7,7,7,5,39.1,6,3,3,4,Hybrid,2,Average,Senior (11-20),Veteran (6-10),41.187041778599124,At Risk
26,No,Travel_Rarely,841,Research & Development,6,3,Other,164,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,No,19,3,3,0,5,3,2,5,4,4,3,5,36.4,9,4,3,5,Onsite,1,Low,Early (3-5),Established (4-5),51.77452962503584,Moderate
58,Yes,Travel_Rarely,147,Research & Development,23,4,Medical,165,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,No,12,3,4,1,40,3,2,40,10,15,6,3,45.9,12,3,1,3,Remote,4,Above Average,Expert (20+),Lifer (10+),48.88053425405355,At Risk
19,Yes,Travel_Rarely,528,Sales,22,1,Marketing,167,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Yes,19,3,4,0,0,2,2,0,0,0,0,4,59.3,12,3,2,3,Onsite,4,Low,Entry (0-2),New (0-1),44.983777216982624,At Risk
22,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,169,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,No,14,3,3,1,3,2,3,2,1,2,1,3,39.7,5,4,3,2,Hybrid,5,Low,Early (3-5),Settling (2-3),57.466992429071325,Moderate
49,No,Travel_Rarely,470,Research & Development,20,4,Medical,170,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,No,14,3,3,0,16,2,2,15,11,5,11,3,39.0,11,3,3,2,Remote,4,Average,Senior (11-20),Lifer (10+),40.590105066774754,At Risk
43,No,Travel_Frequently,957,Research & Development,28,3,Medical,171,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,No,12,3,4,0,18,2,3,3,2,1,2,2,38.9,6,5,4,4,Remote,3,Below Average,Senior (11-20),Settling (2-3),81.2312760915409,Healthy
50,No,Travel_Frequently,809,Sales,12,3,Marketing,174,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,No,11,3,4,0,16,3,3,2,2,2,1,3,48.1,13,3,4,4,Hybrid,4,Average,Senior (11-20),Settling (2-3),67.45623142305513,Moderate
31,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,175,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Yes,11,3,3,1,4,2,3,2,2,2,2,3,49.6,13,2,3,3,Remote,3,Below Average,Early (3-5),Settling (2-3),41.90975128740331,At Risk
41,No,Travel_Rarely,802,Sales,9,1,Life Sciences,176,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Yes,13,3,3,1,12,2,3,9,7,0,7,4,53.8,17,4,3,3,Remote,4,Average,Senior (11-20),Veteran (6-10),55.195411177814755,Moderate
26,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,177,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,No,23,4,4,1,8,3,3,8,7,5,7,2,37.7,11,3,2,5,Hybrid,4,Low,Mid (6-10),Veteran (6-10),66.06550844655517,Moderate
36,No,Travel_Rarely,216,Research & Development,6,2,Medical,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,No,20,4,4,2,7,0,3,3,2,0,1,4,37.3,8,4,4,3,Onsite,4,Below Average,Mid (6-10),Settling (2-3),55.44281357573554,Moderate
51,Yes,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,179,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,No,15,3,4,0,18,2,3,4,2,0,3,3,43.1,14,3,4,3,Remote,2,Above Average,Senior (11-20),Established (4-5),53.442112955194446,Moderate
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,182,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,No,14,3,3,1,17,1,4,15,11,5,9,3,46.8,14,4,1,3,Hybrid,3,Below Average,Senior (11-20),Lifer (10+),49.72510401809681,At Risk
25,No,Travel_Rarely,959,Sales,28,3,Life Sciences,183,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,No,18,3,4,0,6,3,3,2,2,2,2,4,42.4,13,4,3,3,Hybrid,2,Average,Mid (6-10),Settling (2-3),50.85280498559829,Moderate
30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,184,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Yes,19,3,4,0,12,2,1,11,9,4,7,3,55.0,11,5,3,4,Remote,4,Average,Senior (11-20),Lifer (10+),68.22590768094469,Moderate
32,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,190,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,No,22,4,1,0,10,2,4,5,4,0,4,3,37.6,9,4,4,3,Hybrid,4,Below Average,Mid (6-10),Established (4-5),58.26624530376825,Moderate
45,No,Travel_Rarely,1316,Research & Development,29,3,Medical,192,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,No,13,3,2,0,9,2,2,6,5,0,3,4,35.0,6,3,3,4,Remote,4,Below Average,Mid (6-10),Veteran (6-10),57.472741497716406,Moderate
38,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,193,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Yes,20,4,2,0,19,2,3,3,2,2,2,3,53.4,17,5,4,4,Remote,4,Below Average,Senior (11-20),Settling (2-3),72.7445104643327,Healthy
30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,194,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,No,14,3,3,0,5,4,2,5,4,0,4,3,40.1,7,3,4,2,Hybrid,4,Low,Early (3-5),Established (4-5),51.20649116377339,Moderate
32,No,Travel_Frequently,689,Sales,9,2,Medical,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,No,17,3,4,3,9,2,4,8,7,0,7,3,39.6,20,3,4,4,Remote,3,Below Average,Mid (6-10),Veteran (6-10),60.90661923135582,Moderate
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,No,14,3,4,1,8,3,3,3,2,2,2,4,52.4,9,3,3,4,Remote,3,Below Average,Mid (6-10),Settling (2-3),49.23935799137217,At Risk
30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,No,13,3,4,0,6,3,3,5,3,1,2,2,40.8,8,4,3,3,Hybrid,3,Low,Mid (6-10),Established (4-5),62.59745175527433,Moderate
41,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,199,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,No,13,3,2,1,21,2,2,7,6,7,7,2,41.9,35,3,2,4,Onsite,2,High,Expert (20+),Veteran (6-10),47.34574017879207,At Risk
41,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,200,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,No,21,4,4,1,7,2,3,5,0,1,4,3,37.9,4,4,4,3,Onsite,4,Low,Mid (6-10),Established (4-5),56.130645111034625,Moderate
19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,201,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,No,14,3,4,0,1,3,3,1,0,0,0,3,44.2,6,3,4,2,Onsite,3,Low,Entry (0-2),New (0-1),49.88576345681439,At Risk
40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,202,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,No,11,3,1,1,20,2,3,20,7,2,13,3,41.6,10,5,3,2,Onsite,4,Below Average,Senior (11-20),Lifer (10+),54.926640100171184,Moderate
35,No,Travel_Rarely,662,Sales,1,5,Marketing,204,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,No,13,3,1,2,10,3,3,10,8,0,6,4,36.8,14,4,5,4,Onsite,4,Average,Mid (6-10),Veteran (6-10),64.4754499567767,Moderate
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,205,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Yes,20,4,4,1,13,3,1,7,7,4,5,3,52.9,16,3,3,4,Onsite,3,Low,Senior (11-20),Veteran (6-10),56.02497284028186,Moderate
45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,No,18,3,3,1,20,2,1,17,9,0,15,3,40.0,17,2,5,4,Onsite,3,Low,Senior (11-20),Lifer (10+),55.60380206533095,Moderate
32,No,Travel_Frequently,967,Sales,8,3,Marketing,207,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,No,14,3,4,0,9,2,3,9,8,3,7,4,50.1,18,4,3,4,Hybrid,3,Average,Mid (6-10),Veteran (6-10),63.98064516093513,Moderate
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,No,13,3,1,1,10,1,3,10,7,0,9,3,45.4,4,4,2,2,Hybrid,4,Below Average,Mid (6-10),Veteran (6-10),50.30693423176531,Moderate
51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,211,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,No,17,3,3,0,10,2,3,1,0,0,0,5,39.3,11,5,4,2,Onsite,4,Average,Mid (6-10),New (0-1),49.45577323527733,At Risk
58,No,Travel_Rarely,1145,Research & Development,9,3,Medical,214,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Yes,20,4,2,1,9,3,2,1,0,0,0,4,59.3,4,5,4,3,Onsite,2,Below Average,Mid (6-10),New (0-1),53.33691066127055,Moderate
40,No,Travel_Rarely,630,Sales,4,4,Marketing,215,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,No,11,3,1,1,15,2,2,12,11,2,11,2,43.7,21,4,3,4,Hybrid,3,Above Average,Senior (11-20),Lifer (10+),65.79075764596844,Moderate
34,No,Travel_Frequently,303,Sales,2,4,Marketing,216,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,No,18,3,4,1,6,3,3,4,3,1,2,4,43.0,5,2,3,3,Onsite,3,Low,Mid (6-10),Established (4-5),46.450804236844554,At Risk
22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,217,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,No,24,4,1,2,2,6,3,2,2,2,2,2,41.5,9,2,4,4,Hybrid,3,Low,Entry (0-2),Settling (2-3),67.22808738756174,Moderate
27,No,Non-Travel,691,Research & Development,9,3,Medical,218,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,No,18,3,4,1,6,1,1,2,2,2,2,4,37.8,11,3,3,4,Hybrid,3,Low,Mid (6-10),Settling (2-3),48.42448550559754,At Risk
28,No,Travel_Rarely,440,Research & Development,21,3,Medical,221,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,No,11,3,3,1,5,2,1,5,2,0,2,4,38.6,7,3,3,4,Hybrid,4,Low,Early (3-5),Established (4-5),55.33714130498279,Moderate
57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,223,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Yes,16,3,2,1,12,2,1,5,3,1,4,3,55.5,9,5,4,3,Hybrid,3,Average,Senior (11-20),Established (4-5),70.94333808734682,Healthy
27,No,Non-Travel,1450,Research & Development,3,3,Medical,224,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Yes,15,3,4,1,1,2,2,1,1,0,1,5,52.9,9,4,4,4,Hybrid,2,Low,Entry (0-2),New (0-1),53.605681738914114,Moderate
50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,226,3,Female,53,3,5,Manager,2,Single,19926,17053,3,No,15,3,2,0,21,5,3,5,4,4,4,4,44.0,31,4,4,3,Onsite,5,High,Expert (20+),Established (4-5),55.44281357573554,Moderate
41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,No,12,3,1,1,13,2,3,9,8,1,8,4,35.8,6,2,3,2,Onsite,4,Low,Senior (11-20),Veteran (6-10),41.121898153416815,At Risk
30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,228,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,No,12,3,3,1,12,2,3,10,9,7,4,5,44.3,14,3,2,3,Onsite,3,Average,Senior (11-20),Veteran (6-10),46.43154587441717,At Risk
38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,230,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,No,22,4,3,0,12,2,4,8,3,0,7,3,48.6,15,5,3,3,Remote,3,Average,Senior (11-20),Veteran (6-10),64.96119598350136,Moderate
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,231,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,No,20,4,1,0,8,2,3,5,4,1,4,2,35.3,11,4,3,4,Onsite,4,Below Average,Mid (6-10),Established (4-5),68.81263613122591,Moderate
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,233,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Yes,16,3,4,1,6,3,2,5,2,1,1,3,53.0,6,4,1,3,Hybrid,3,Below Average,Mid (6-10),Established (4-5),46.34018192515341,At Risk
19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,235,3,Female,100,1,1,Sales Representative,1,Single,2325,20989,0,No,21,4,1,0,1,5,4,0,0,0,0,3,44.4,7,3,3,3,Hybrid,2,Low,Entry (0-2),New (0-1),41.5049991512368,At Risk
36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,238,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,No,12,3,3,0,13,3,2,8,7,7,2,3,40.1,6,3,2,3,Onsite,3,Low,Senior (11-20),Veteran (6-10),45.67160875228171,At Risk
30,No,Non-Travel,111,Research & Development,9,3,Medical,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,No,11,3,3,2,12,4,3,12,9,6,10,3,42.9,10,3,3,5,Hybrid,4,Below Average,Senior (11-20),Lifer (10+),58.71242350979161,Moderate
45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,240,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Yes,11,3,1,1,9,3,4,5,4,0,3,4,48.4,9,2,3,3,Remote,5,Below Average,Mid (6-10),Established (4-5),41.67374863019294,At Risk
56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,241,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Yes,18,3,3,1,19,3,3,2,2,2,2,4,54.6,7,4,4,3,Hybrid,4,Below Average,Senior (11-20),Settling (2-3),51.98648567604292,Moderate
33,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,242,3,Male,90,3,1,Research Scientist,4,Single,2500,10515,0,No,14,3,1,0,4,2,4,3,1,0,2,3,38.1,5,4,2,5,Onsite,4,Low,Early (3-5),Settling (2-3),71.88558057447482,Healthy
19,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,243,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,1,No,22,4,3,0,1,3,2,1,0,1,0,4,44.3,12,2,3,3,Hybrid,4,Low,Entry (0-2),New (0-1),43.42892575158708,At Risk
46,No,Travel_Rarely,526,Sales,1,2,Marketing,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,No,25,4,3,3,24,2,3,24,13,15,7,3,47.3,9,5,1,2,Hybrid,4,Above Average,Expert (20+),Lifer (10+),44.062851605251765,At Risk
38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,245,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,No,12,3,3,0,2,3,3,2,2,2,1,5,50.0,10,3,2,2,Onsite,4,Low,Entry (0-2),Settling (2-3),41.10263979098943,At Risk
31,No,Travel_Rarely,140,Research & Development,12,1,Medical,246,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Yes,23,4,3,1,7,0,3,4,2,0,2,4,51.2,6,4,4,3,Onsite,5,Below Average,Mid (6-10),Established (4-5),62.355469375120784,Moderate
34,No,Travel_Rarely,629,Research & Development,27,2,Medical,247,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,No,15,3,4,0,9,3,3,3,2,1,2,2,40.9,10,3,5,3,Onsite,4,Low,Mid (6-10),Settling (2-3),63.06255927284726,Moderate
41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,248,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Yes,22,4,4,0,4,5,2,4,3,0,2,3,55.3,3,4,4,3,Hybrid,3,Below Average,Early (3-5),Established (4-5),57.45137281799363,Moderate
50,No,Travel_Rarely,328,Research & Development,1,3,Medical,249,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,No,15,3,4,1,5,2,2,3,2,0,2,3,39.0,7,3,4,3,Hybrid,3,Below Average,Early (3-5),Settling (2-3),52.19279105498467,Moderate
53,No,Travel_Rarely,1084,Research & Development,13,2,Medical,250,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,No,11,3,3,2,5,3,3,4,2,1,3,3,42.5,8,2,3,4,Hybrid,4,Below Average,Early (3-5),Established (4-5),53.353820148095245,Moderate
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,252,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,No,13,3,4,1,8,5,3,8,7,1,6,4,38.4,4,4,3,4,Hybrid,3,Low,Mid (6-10),Veteran (6-10),57.067989361549884,Moderate
40,No,Travel_Rarely,989,Research & Development,4,1,Medical,253,4,Female,46,3,5,Manager,3,Married,19033,6499,1,No,14,3,2,1,21,2,3,20,8,9,9,4,46.3,27,4,2,5,Onsite,4,High,Expert (20+),Lifer (10+),62.14949304705685,Moderate
55,No,Travel_Rarely,692,Research & Development,14,4,Medical,254,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,No,11,3,4,0,36,3,3,24,15,2,15,4,50.9,31,4,4,5,Remote,4,High,Expert (20+),Lifer (10+),70.44323193480751,Healthy
